,BlockFrequency,CumulativeSums1,CumulativeSums2,FFT,Frequency,LinearComplexity,LongestRun,OverlappingTemplate,Rank,Runs,Universal
163,0.109383,0.127874,0.149990,0.451626,0.100318,0.923375,0.003862,0.134971,0.635037,0.772205,0.315981
164,0.014764,0.655416,0.664610,0.475367,0.508066,0.755603,0.729703,0.987882,0.969876,0.213085,0.125975
165,0.533368,0.047129,0.062504,0.668459,0.044324,0.546006,0.144370,0.665168,0.770848,0.021153,0.732918
166,0.734302,0.095112,0.071439,0.391705,0.053382,0.175673,0.260965,0.452512,0.199495,0.290301,0.054268
167,0.506019,0.677799,0.160939,0.677932,0.423453,0.196466,0.292493,0.910785,0.675715,0.047931,0.797655
168,0.600488,0.050906,0.058829,0.541893,0.049001,0.882093,0.059529,0.327948,0.466417,0.228303,0.081627
169,0.347990,0.572280,0.510922,0.726040,0.543113,0.066505,0.729394,0.908001,0.346210,0.033851,0.164819
170,0.679573,0.886644,0.725570,0.181319,0.675503,0.259700,0.250598,0.775655,0.688266,0.139759,0.305579
171,0.250766,0.252636,0.090761,0.907019,0.133856,0.803856,0.251115,0.038027,0.649192,0.389681,0.280787
172,0.552191,0.155148,0.094796,0.248084,0.094603,0.377108,0.197055,0.313440,0.390555,0.000166,0.279204
173,0.861539,0.628067,0.775748,0.716324,0.589039,0.157676,0.671783,0.973601,0.778748,0.894570,0.103522
174,0.098673,0.734865,0.846466,0.491567,0.687951,0.393423,0.601461,0.525025,0.545212,0.023464,0.575550
175,0.844872,0.446205,0.810563,0.687457,0.679643,0.755033,0.619183,0.343387,0.912627,0.620448,0.714705
176,0.161035,0.137490,0.281916,0.937934,0.188436,0.749378,0.080879,0.392402,0.830302,0.587352,0.079204
177,0.345006,0.482336,0.447272,0.467378,0.416930,0.096407,0.246034,0.721824,0.708829,0.875642,0.059923
178,0.327067,0.288849,0.720255,0.356832,0.460381,0.177610,0.458590,0.304711,0.661810,0.627166,0.633368
179,0.524776,0.784869,0.528559,0.370540,0.467284,0.004656,0.096297,0.583089,0.490769,0.077924,0.834241
180,0.524776,0.701652,0.498218,0.350100,0.560125,0.055328,0.964653,0.649933,0.808843,0.169101,0.312897
181,0.408396,0.181520,0.332336,0.227460,0.247343,0.014391,0.055273,0.246932,0.708829,0.176678,0.089381
182,0.750779,0.654105,0.569802,0.845655,0.925635,0.025184,0.917597,0.857992,0.473891,0.738556,0.598652
183,0.082580,0.899380,0.994948,0.027369,0.788160,0.446222,0.195412,0.405886,0.150270,0.612582,0.841267
184,0.700804,0.248456,0.710952,0.533330,0.531917,0.998085,0.002656,0.172220,0.080647,0.055803,0.319140
185,0.651464,0.903488,0.917289,0.203439,0.757855,0.409712,0.943162,0.887303,0.711056,0.448359,0.015139
186,0.780377,0.211993,0.253338,0.805236,0.180947,0.976396,0.759055,0.689097,0.406652,0.860561,0.027538
187,0.360941,0.523821,0.484585,0.886484,0.309913,0.976380,0.142744,0.897546,0.499726,0.263273,0.303808
188,0.250098,0.091372,0.118439,0.855828,0.073391,0.861295,0.320302,0.776268,0.695564,0.483721,0.044471
189,0.848778,0.971998,0.969263,0.436178,0.805626,0.048302,0.718548,0.344694,0.052155,0.185630,0.780288
190,0.197755,0.201219,0.096067,0.406215,0.140586,0.753866,0.308738,0.909031,0.259895,0.036577,0.402402
191,0.268584,0.022446,0.032169,0.242809,0.016085,0.987076,0.028072,0.399041,0.986454,0.176467,0.485598
192,0.494875,0.060968,0.061185,0.765331,0.049984,0.044918,0.446298,0.865956,0.060159,0.548901,0.005265
193,0.577443,0.100631,0.312899,0.203439,0.589039,0.118638,0.121800,0.423756,0.190106,0.225903,0.061284
194,0.739892,0.124265,0.032294,0.217619,0.078051,0.726868,0.757240,0.783466,0.785686,0.161022,0.235374
195,0.428494,0.194852,0.530937,0.363646,0.585144,0.429621,0.204920,0.727798,0.612898,0.405421,0.885256
196,0.960985,0.142294,0.135776,0.594666,0.080961,0.536279,0.299790,0.864755,0.582349,0.752528,0.442535
197,0.539276,0.501663,0.625484,0.323983,0.433349,0.539196,0.144487,0.242662,0.224550,0.096682,0.012046
198,0.974559,0.962704,0.960786,0.640358,0.858573,0.519073,0.591116,0.627294,0.386134,0.190329,0.028680
199,0.959680,0.616474,0.852446,0.697031,0.796880,0.355363,0.050524,0.493950,0.590527,0.001775,0.147150
200,0.160016,0.933597,0.867641,0.222501,0.638699,0.083967,0.906018,0.084973,0.359435,0.706551,0.066582
201,0.386258,0.312899,0.738844,0.336879,0.407258,0.837561,0.403391,0.125400,0.529955,0.741434,0.724929
