,BlockFrequency,CumulativeSums1,CumulativeSums2,FFT,Frequency,LinearComplexity,LongestRun,OverlappingTemplate,Rank,Runs,Universal
706,0.388820,0.000000,0.000000,0.726040,0.000000,0.186369,0.005036,0.021346,0.958849,0.000000,0.664717
707,0.118004,0.000001,0.000001,0.594666,0.000001,0.190822,0.058280,0.105963,0.857420,0.000000,0.283771
708,0.358180,0.000067,0.000015,0.483430,0.000037,0.153995,0.411285,0.860644,0.666848,0.000000,0.415890
709,0.182230,0.000002,0.000001,0.391705,0.000003,0.730639,0.011609,0.204152,0.536004,0.000000,0.650944
710,0.707578,0.000000,0.000000,0.755447,0.000000,0.051665,0.016369,0.064077,0.597205,0.000000,0.378494
711,0.108799,0.000136,0.000033,0.168934,0.000072,0.497548,0.491236,0.556389,0.162513,0.102743,0.913457
712,0.910887,0.000000,0.000000,0.079775,0.000000,0.180196,0.691878,0.676465,0.630543,0.000000,0.397603
713,0.132987,0.000000,0.000000,0.135585,0.000000,0.000842,0.034149,0.746289,0.469223,0.000000,0.401355
714,0.929970,0.000000,0.000000,0.406215,0.000000,0.632239,0.007243,0.021401,0.256070,0.000000,0.964639
715,0.558910,0.000000,0.000000,0.242809,0.000000,0.144657,0.003238,0.050094,0.649192,0.000000,0.094701
716,0.840728,0.000000,0.000000,0.735800,0.000000,0.821464,0.347533,0.921445,0.031956,0.000000,0.062159
717,0.214985,0.000000,0.000000,0.499777,0.000000,0.335752,0.058030,0.000798,0.433222,0.000000,0.248055
718,0.626441,0.000000,0.000000,0.281413,0.000000,0.123126,0.088736,0.018406,0.542288,0.000000,0.324766
719,0.261015,0.000021,0.000009,0.825387,0.000016,0.039291,0.232561,0.904010,0.649192,0.000000,0.420589
720,0.880225,0.000000,0.000000,0.099318,0.000000,0.426723,0.064220,0.893801,0.695564,0.000000,0.072614
721,0.592242,0.000000,0.000000,0.047079,0.000000,0.574323,0.070124,0.844984,0.542319,0.000000,0.742953
722,0.320504,0.000013,0.000014,0.194366,0.000008,0.245065,0.076081,0.063801,0.423448,0.000000,0.669779
723,0.774514,0.000000,0.000000,0.161037,0.000000,0.439289,0.001877,0.014416,0.052799,0.000000,0.062480
724,0.538714,0.000000,0.000000,0.467378,0.000000,0.291339,0.000130,0.079823,0.986454,0.000000,0.039488
725,0.754392,0.000235,0.000189,0.377515,0.000149,0.516695,0.018849,0.491221,0.395719,0.154653,0.651000
726,0.535619,0.000000,0.000000,0.659038,0.000000,0.502381,0.002013,0.164263,0.663741,0.000000,0.133090
727,0.048464,0.000000,0.000000,0.866025,0.000000,0.482245,0.075829,0.150541,0.120785,0.000000,0.934778
728,0.960585,0.000000,0.000000,0.937934,0.000000,0.132176,0.010366,0.658850,0.069956,0.000000,0.683357
729,0.872132,0.000000,0.000000,0.917311,0.000000,0.375014,0.011869,0.770557,0.622015,0.000000,0.509491
730,0.992954,0.000008,0.000006,0.917311,0.000004,0.141323,0.014273,0.631418,0.321855,0.000000,0.573003
731,0.722349,0.000000,0.000000,0.110431,0.000000,0.458642,0.370816,0.711150,0.700336,0.000000,0.818892
732,0.662711,0.000000,0.000000,0.217619,0.000000,0.900414,0.006968,0.758968,0.417309,0.000000,0.855116
733,0.482472,0.000003,0.000005,0.428570,0.000003,0.452429,0.362737,0.592614,0.937446,0.000000,0.896633
734,0.955619,0.000001,0.000001,0.886484,0.000001,0.004070,0.347606,0.395636,0.078862,0.000000,0.379718
