,BlockFrequency,CumulativeSums1,CumulativeSums2,FFT,Frequency,LinearComplexity,LongestRun,OverlappingTemplate,Rank,Runs
1065,0.854648,0.129496,0.084642,0.139566,0.085924,0.392502,0.533840,0.208321,0.096816,0.218816
1066,0.195296,0.111221,0.112369,0.029625,0.068057,0.189600,0.456819,0.016897,0.778634,0.328079
1067,0.044636,0.187064,0.153133,0.092452,0.162923,0.510256,0.595916,0.393119,0.537562,0.072160
1068,0.233970,0.065815,0.395286,0.511421,0.204054,0.517706,0.632118,0.847943,0.724441,0.319942
1069,0.280116,0.698212,0.908694,0.837419,0.809171,0.727886,0.130064,0.473158,0.441376,0.457702
1070,0.322324,0.417420,0.392193,0.902014,0.279138,0.379854,0.618799,0.240471,0.402817,0.108545
1071,0.980173,0.365135,0.529263,0.189098,0.361603,0.379860,0.549890,0.067402,0.718699,0.398391
1072,0.370130,0.000822,0.001931,0.902014,0.002288,0.643450,0.486114,0.726968,0.758656,0.938311
1073,0.471331,0.443754,0.765269,0.485387,0.713832,0.153012,0.725227,0.540585,0.053439,0.623190
1074,0.265290,0.224746,0.371028,0.511421,0.259752,0.553429,0.886663,0.948433,0.984660,0.558778
1075,0.223173,0.437067,0.180173,0.902014,0.287162,0.420313,0.727690,0.239708,0.385357,0.301841
1076,0.963871,0.529263,0.120681,0.622387,0.303672,0.761737,0.225628,0.911517,0.519161,0.840706
1077,0.175505,0.031863,0.073508,0.460087,0.046090,0.938744,0.065202,0.114586,0.083678,0.255992
1078,0.085212,0.151651,0.481756,0.967265,0.259752,0.861646,0.330626,0.512917,0.127006,0.691498
1079,0.102837,0.761109,0.595264,1.000000,0.858028,0.165540,0.829089,0.467266,0.402817,0.886318
1080,0.973955,0.652302,0.619461,0.460087,0.971460,0.136702,0.347887,0.718007,0.403557,0.508047
1081,0.568609,0.247887,0.130798,0.304902,0.152406,0.059766,0.574814,0.143103,0.932800,0.357007
1082,0.359365,0.068047,0.049535,0.077617,0.034024,0.743206,0.680175,0.007009,0.519161,0.786730
1083,0.669182,0.681447,0.478217,0.064782,0.426009,0.970516,0.214925,0.815107,0.963817,0.562892
1084,0.286760,0.365135,0.794111,0.711865,0.436480,0.885883,0.527017,0.884558,0.012302,0.888342
1085,0.799441,0.175140,0.365135,0.077617,0.223825,0.646217,0.389332,0.465022,0.172153,0.535587
1086,0.731342,0.529263,0.731821,0.411770,0.823063,0.902378,0.767059,0.248291,0.519161,0.566877
1087,0.183085,0.895751,0.533029,0.345221,0.674207,0.765058,0.375876,0.570720,0.830247,0.913899
1088,0.840220,0.168606,0.230882,0.411770,0.162923,0.389873,0.648413,0.446004,0.792804,0.573249
1089,0.620831,0.885595,0.525513,0.175643,0.687322,0.381433,0.544222,0.364668,0.288764,0.721056
1090,0.712794,0.374000,0.317787,0.902014,0.188574,0.821239,0.405892,0.102082,0.324427,0.642716
1091,0.745249,0.715015,0.407830,0.538167,0.405512,0.830429,0.056907,0.141758,0.686286,0.422610
1092,0.329037,0.552086,0.420651,0.233993,0.334054,0.398428,0.280544,0.733459,0.722227,0.008898
1093,0.200686,0.905525,0.973849,0.902014,0.900350,0.235092,0.611485,0.718286,0.963817,0.028422
1094,0.024085,0.698212,0.328491,0.411770,0.641858,0.035730,0.499254,0.206084,0.215258,0.972231
1095,0.829431,0.252287,0.587294,0.622387,0.629102,0.107092,0.176428,0.440097,0.331849,0.446472
1096,0.440416,0.453914,0.731821,0.773903,0.508051,0.527775,0.923070,0.438266,0.932800,0.221172
1097,0.980292,0.656446,0.453914,0.366600,0.347654,0.503422,0.769772,0.697920,0.282128,0.293515
1098,0.031292,0.765269,0.875086,0.651679,0.900350,0.433878,0.496652,0.607854,0.403557,0.101657
1099,0.795824,0.342247,0.323106,0.869608,0.185585,0.104343,0.360705,0.644297,0.686286,0.586089
1100,0.079939,0.668920,0.837890,0.485387,0.622765,0.004814,0.747899,0.571362,0.588290,0.453110
1101,0.453176,0.133434,0.136113,0.150897,0.123947,0.167735,0.870292,0.080553,0.441376,0.304421
1102,0.093005,0.064362,0.123147,0.651679,0.065399,0.663089,0.183405,0.875977,0.001833,0.141652
1103,0.776510,0.806275,0.427165,0.869608,0.447097,0.436139,0.844297,0.966041,0.215258,0.652852
1104,0.165728,0.333943,0.698212,0.203297,0.648276,0.772222,0.624374,0.050957,0.577775,0.878411
1105,0.994114,0.673090,0.834015,0.304902,0.579206,0.198278,0.599159,0.218633,0.350298,0.590553
1106,0.393279,0.499703,0.379995,0.460087,0.255989,0.719174,0.311041,0.564376,0.793041,0.777138
1107,0.946166,0.098196,0.218740,0.267837,0.132933,0.367480,0.510148,0.166116,0.659950,0.157919
1108,0.051791,0.171848,0.681447,0.837419,0.352265,0.090234,0.409670,0.683367,0.722227,0.575732
1109,0.547242,0.147276,0.077633,0.250516,0.081136,0.337303,0.191765,0.940078,0.049948,0.232353
1110,0.452735,0.619461,0.331209,0.805500,0.707170,0.373131,0.234805,0.510468,0.946591,0.609732
1111,0.241674,0.379995,0.119463,0.837419,0.567028,0.026656,0.375172,0.047694,0.622138,0.271905
1112,0.920525,0.681447,0.392193,0.139566,0.667687,0.774878,0.413942,0.845942,0.778634,0.244593
1113,0.283059,0.187064,0.376989,0.162916,0.204054,0.530379,0.683026,0.026216,0.257093,0.317281
1114,0.193521,0.013452,0.020253,0.411770,0.025939,0.100809,0.338410,0.230619,0.724441,0.917925
1115,0.349947,0.544419,0.277581,0.411770,0.400482,0.535976,0.276487,0.905143,0.946591,0.363262
1116,0.079783,0.173488,0.342247,0.345221,0.182631,0.769658,0.535430,0.094132,0.509250,0.815326
1117,0.386918,0.841740,0.587294,0.711865,0.781571,0.233711,0.166974,0.046702,0.030478,0.578970
1118,0.940232,0.926688,0.756942,0.411770,0.837011,0.943146,0.854502,0.399139,0.095345,0.291318
1119,0.360189,0.228822,0.417420,0.622387,0.747457,0.418678,0.003814,0.448741,0.331849,0.312380
1120,0.703715,0.386060,0.080201,0.304902,0.217088,0.354851,0.893768,0.422488,0.010980,0.456557
1121,0.536076,0.261269,0.521778,0.805500,0.291231,0.595975,0.482435,0.632862,0.724441,0.938991
1122,0.197979,0.031863,0.053698,0.805500,0.031117,0.772222,0.675477,0.160099,0.531521,0.254737
1123,0.280483,0.359311,0.389118,1.000000,0.415686,0.818161,0.372432,0.202636,0.468481,0.722730
1124,0.463789,0.398396,0.232956,0.059053,0.774712,0.010422,0.576907,0.129952,0.984660,0.044210
1125,0.521319,0.389118,0.496081,0.460087,0.468767,0.125264,0.247699,0.754341,0.067499,0.348856
1126,0.693713,0.785929,0.503342,0.203297,0.754243,0.074083,0.956160,0.014164,0.834323,0.802586
1127,0.963089,0.544419,0.781818,0.593681,0.573102,0.769658,0.068734,0.302950,0.350298,0.025254
1128,0.673732,0.555942,0.309932,0.250516,0.366329,0.146310,0.136120,0.301146,0.302402,0.393454
1129,0.266003,0.309932,0.183593,0.934584,0.275184,0.951098,0.735239,0.248057,0.509250,0.620201
1130,0.490923,0.719218,0.740212,0.681519,0.441770,0.052349,0.383174,0.386897,0.151971,0.800200
1131,0.419479,0.685633,0.299688,0.742675,0.616456,0.381391,0.274034,0.425720,0.385357,0.474965
1132,0.168946,0.261269,0.331209,0.388786,0.375896,0.844813,0.139830,0.290791,0.179242,0.528946
1133,0.066580,0.420651,0.404668,0.250516,0.343082,0.031175,0.053719,0.322199,0.214081,0.657620
1134,0.623424,0.023319,0.025801,0.084772,0.018212,0.278280,0.003193,0.164096,0.402817,0.884693
1135,0.496280,0.252287,0.141605,0.742675,0.171164,0.958125,0.044039,0.114057,0.298455,0.971913
1136,0.510583,0.106728,0.087405,0.285964,0.065399,0.259311,0.989230,0.936716,0.468481,0.193699
1137,0.633318,0.123147,0.111221,0.805500,0.062828,0.341157,0.286669,0.277536,0.230588,0.912609
1138,0.075967,0.279973,0.404668,0.837419,0.252264,0.611945,0.849252,0.983736,0.234284,0.883768
1139,0.779967,0.769421,0.802236,0.032840,0.971460,0.939933,0.143209,0.228887,0.588290,0.496657
1140,0.202503,0.107837,0.336694,0.681519,0.452461,0.064688,0.857170,0.269998,0.758656,0.877153
1141,0.953204,0.376989,0.478217,0.064782,0.267391,0.911644,0.239378,0.341928,0.792804,0.313798
1142,0.235299,0.685633,0.802236,0.304902,0.900350,0.051676,0.924423,0.076413,0.622138,0.204079
1143,0.241674,0.834015,0.752768,0.345221,0.597699,0.438993,0.202811,0.355614,0.214273,0.965322
1144,0.428608,0.806275,0.810297,0.805500,0.837011,0.582767,0.922804,0.717641,0.234284,0.914676
1145,0.152269,0.307346,0.587294,0.048852,0.371093,0.569013,0.929865,0.340207,0.932800,0.288777
1146,0.806884,0.427165,0.723420,0.118881,0.452461,0.500951,0.889974,0.902587,0.054597,0.685462
1147,0.053918,0.092179,0.216766,0.711865,0.237744,0.139697,0.811233,0.768944,0.932800,0.698516
1148,0.316453,0.652302,0.325790,0.622387,0.674207,0.900368,0.756565,0.380453,0.984660,0.144644
1149,0.798130,0.575435,0.583328,0.189098,0.992864,0.354898,0.221858,0.625298,0.182169,0.648277
1150,0.426430,0.806275,0.950089,0.593681,0.560986,0.681371,0.735251,0.077846,0.468481,0.071037
1151,0.432535,0.325790,0.247887,0.511421,0.213774,0.049026,0.018205,0.172999,0.722227,0.071111
1152,0.699331,0.934990,0.785929,0.324654,0.733945,0.230776,0.580381,0.330200,0.537562,0.747065
1153,0.434284,0.392193,0.664755,0.711865,0.740691,0.766987,0.054563,0.387053,0.519161,0.410858
1154,0.833857,0.383019,0.304777,0.805500,0.210498,0.921003,0.155384,0.001915,0.880708,0.518318
1155,0.964641,0.845564,0.875086,0.411770,0.610175,0.684075,0.246532,0.398398,0.038673,0.311600
1156,0.392854,0.478217,0.411009,0.511421,0.267391,0.057127,0.134281,0.200214,0.324427,0.383722
1157,0.519530,0.871509,0.627615,0.250516,0.788447,0.468755,0.214752,0.623196,0.946591,0.893527
1158,0.424254,0.777696,0.222730,0.837419,0.405512,0.123758,0.890050,0.274895,0.815408,0.722828
1159,0.619100,0.607311,0.467699,0.805500,0.431226,0.299175,0.444190,0.422488,0.519161,0.804388
1160,0.649075,0.685633,0.587294,0.203297,0.591505,0.887477,0.775119,0.558717,0.509250,0.617361
1161,0.441732,0.243546,0.395286,1.000000,0.325179,0.500834,0.466268,0.861477,0.946591,0.833404
1162,0.000425,0.034703,0.045122,0.742675,0.045122,0.274944,0.343570,0.676871,0.830247,0.942902
1163,0.429916,0.748587,0.983665,0.902014,0.733945,0.558602,0.877378,0.426205,0.718699,0.647904
1164,0.400102,0.533029,0.447123,0.267837,0.914526,0.811301,0.536962,0.203381,0.793041,0.119624
1165,0.545010,0.029594,0.046735,0.203297,0.030425,0.635435,0.255875,0.340622,0.946591,0.818474
1166,0.242012,0.218740,0.510668,0.029625,0.641858,0.093871,0.463848,0.649629,0.288764,0.223454
1167,0.342243,0.822250,0.656446,0.622387,0.858028,0.941533,0.781144,0.702174,0.932800,0.809282
1168,0.089212,0.864254,0.834015,0.805500,0.525400,0.617301,0.681364,0.295156,0.351052,0.800852
1169,0.259270,0.748587,0.317787,0.593681,0.463296,0.654317,0.667045,0.765380,0.414308,0.951992
1170,0.045224,0.173488,0.214807,0.435542,0.263552,0.956763,0.232736,0.938437,0.312653,0.472194
1171,0.075967,0.014387,0.032653,0.267837,0.027786,0.843030,0.140077,0.386167,0.230588,0.522909
1172,0.658340,0.195973,0.761109,0.460087,0.426009,0.483234,0.130723,0.343246,0.509250,0.015859
1173,0.343051,0.336694,0.773564,0.773903,0.463296,0.928625,0.500859,0.561479,0.331849,0.503864
1174,0.980173,0.769421,0.702410,0.805500,0.942957,0.028267,0.895956,0.912482,0.095345,0.044169
1175,0.024729,0.611350,0.567596,0.203297,0.603923,0.356880,0.825787,0.451519,0.385357,0.829091
1176,0.694920,0.077633,0.143005,0.869608,0.185585,0.263628,0.080559,0.267936,0.758656,0.197354
1177,0.194703,0.947717,0.492475,0.773903,0.591505,0.903839,0.937205,0.557043,0.659950,0.101939
1178,0.210186,0.706611,0.914889,0.324654,0.707170,0.150282,0.252683,0.800206,0.577775,0.591068
1179,0.368882,0.765269,0.834015,0.837419,0.774712,0.222058,0.927911,0.543451,0.440829,0.452240
1180,0.876130,0.940251,0.619461,0.934584,0.707170,0.759806,0.500459,0.750068,0.537562,0.139826
1181,0.301427,0.731821,0.785929,0.285964,0.767871,0.256182,0.212289,0.350391,0.336760,0.055660
1182,0.517740,0.294663,0.151651,0.565597,0.223825,0.533518,0.335968,0.073705,0.270646,0.229792
1183,0.339825,0.128206,0.210929,0.233993,0.176828,0.507721,0.696067,0.732975,0.336760,0.950702
1184,0.584543,0.942797,0.961056,0.070962,0.971460,0.904367,0.098478,0.027718,0.215258,0.123946
1185,0.969330,0.379995,0.765269,0.013803,0.648276,0.004478,0.869523,0.177326,0.468481,0.984985
1186,0.305246,0.112369,0.275204,0.411770,0.157598,0.497884,0.943189,0.599766,0.758656,0.094400
1187,0.501641,0.108955,0.037762,0.869608,0.119636,0.791020,0.965530,0.689617,0.037111,0.908926
1188,0.436472,0.567596,0.430448,0.250516,0.865056,0.608616,0.642701,0.868070,0.414308,0.992761
1189,0.182233,0.320438,0.187064,0.681519,0.194659,0.226521,0.190473,0.691330,0.963817,0.863934
1190,0.777550,0.818285,0.785929,0.460087,0.971460,0.888000,0.760121,0.657249,0.307065,0.707174
1191,0.146076,0.029230,0.091207,0.435542,0.082707,0.525308,0.547258,0.141235,0.214273,0.594610
1192,0.086529,0.706611,0.552086,0.001027,0.865056,0.330156,0.836482,0.687440,0.605072,0.603832
1193,0.839648,0.752768,0.940251,0.742675,0.816110,0.057622,0.913859,0.062110,0.932800,0.781385
1194,0.423385,0.392193,0.878626,1.000000,0.513800,0.194529,0.330159,0.204180,0.075418,0.520817
1195,0.748947,0.328491,0.315152,0.742675,0.210498,0.522785,0.810667,0.730963,0.245499,0.783048
1196,0.522214,0.867899,0.698212,1.000000,0.463296,0.072500,0.537830,0.068512,0.758656,0.678986
1197,0.931459,0.533029,0.871509,0.053751,0.479817,0.765063,0.851234,0.393115,0.208078,0.849259
1198,0.425559,0.481756,0.710813,0.934584,0.400482,0.356848,0.431446,0.442843,0.537562,0.262198
1199,0.234966,0.006698,0.003234,0.773903,0.004208,0.550791,0.713855,0.303225,0.724441,0.347135
1200,0.578358,0.681447,0.908694,0.651679,0.795339,0.717143,0.970440,0.167261,0.984660,0.900111
1201,0.993089,0.744402,0.218740,0.773903,0.468767,0.840643,0.261527,0.821204,0.718699,0.776508
1202,0.175229,0.453914,0.210929,0.218258,0.248578,0.053870,0.778969,0.839841,0.722227,0.412271
1203,0.691697,0.954656,0.810297,0.304902,0.844004,0.729851,0.901446,0.951521,0.414308,0.030438
1204,0.143166,0.013819,0.022160,0.304902,0.011366,0.635426,0.018789,0.514143,0.441376,0.530004
1205,0.212683,0.297167,0.548245,0.934584,0.352265,0.064562,0.797176,0.794297,0.778634,0.349636
1206,0.905787,0.072706,0.054317,0.233993,0.041421,0.163422,0.333019,0.177231,0.440829,0.992297
1207,0.286018,0.427165,0.615400,0.967265,0.375896,0.863910,0.178690,0.766849,0.440829,0.472104
1208,0.753350,0.162271,0.362215,0.013803,0.371093,0.883744,0.523048,0.439182,0.214273,0.869277
1209,0.946166,0.926688,0.619461,0.485387,0.661191,0.167740,0.387033,0.746151,0.414308,0.864380
1210,0.950654,0.563698,0.207108,0.304902,0.303672,0.387707,0.969661,0.506283,0.457860,0.677281
1211,0.603434,0.323106,0.144418,0.109482,0.173979,0.383536,0.898258,0.558055,0.932800,0.598157
1212,0.962493,0.790027,0.282382,0.805500,0.519583,0.605966,0.301480,0.205963,0.025411,0.596409
1213,0.345073,0.525513,0.420651,0.128902,0.893273,0.810681,0.401059,0.079372,0.531521,0.858091
1214,0.304481,0.871509,0.806275,0.538167,0.610175,0.919655,0.993998,0.736079,0.215258,0.325749
1215,0.527134,0.492475,0.506997,0.593681,0.279138,0.138546,0.499021,0.099977,0.067559,0.539570
1216,0.359777,0.575435,0.607311,0.485387,0.502335,0.276625,0.970516,0.976230,0.793041,0.739169
1217,0.328244,0.599268,0.514355,0.681519,0.921625,0.354851,0.411233,0.682247,0.072860,0.548966
1218,0.740777,0.544419,0.814301,0.742675,0.560986,0.959140,0.991756,0.438604,0.946591,0.955997
1219,0.306013,0.342247,0.627615,0.711865,0.375896,0.668501,0.515845,0.168553,0.030863,0.925943
1220,0.341840,0.947717,0.988945,0.773903,0.886205,0.416454,0.117451,0.397218,0.830247,0.188605
1221,0.713578,0.061539,0.075135,0.593681,0.079589,0.684069,0.561206,0.427668,0.984660,0.070040
1222,0.748947,0.140215,0.575435,0.250516,0.452461,0.603295,0.238736,0.317312,0.402817,0.326417
1223,0.880677,0.392193,0.460772,0.967265,0.244929,0.126948,0.956980,0.759479,0.622138,0.931032
1224,0.944150,0.005966,0.010094,0.651679,0.006372,0.938741,0.469907,0.508099,0.605072,0.233159
1225,0.305246,0.575435,0.392193,0.250516,0.816110,0.220677,0.551088,0.937112,0.336760,0.072247
1226,0.105317,0.958983,0.619461,0.064782,0.635467,0.195766,0.086497,0.682374,0.594080,0.734701
1227,0.870971,0.214807,0.307346,0.538167,0.200886,0.767040,0.692213,0.471877,0.718699,0.796589
1228,0.397539,0.810297,0.540607,0.250516,0.767871,0.328188,0.726577,0.319142,0.605072,0.474033
1229,0.396686,0.328491,0.356425,0.109482,0.964329,0.719828,0.212833,0.806337,0.577775,0.802254
1230,0.657921,0.673090,0.540607,0.411770,0.674207,0.611938,0.353818,0.831826,0.257093,0.256318
1231,0.192049,0.552086,0.395286,0.064782,0.400482,0.711038,0.787907,0.077925,0.984660,0.895772
1232,0.368882,0.386060,0.806275,0.934584,0.622765,0.800551,0.816220,0.115387,0.172420,0.150164
1233,0.450971,0.571509,0.376989,0.967265,0.802247,0.146097,0.904841,0.399801,0.146988,0.667890
1234,0.946299,0.623533,0.619461,0.366600,0.347654,0.780717,0.122944,0.973342,0.815408,0.058595
1235,0.393704,0.183593,0.615400,0.742675,0.502335,0.780080,0.758924,0.683723,0.230588,0.898756
1236,0.486908,0.571509,0.474694,0.118881,0.907434,0.854755,0.042202,0.381949,0.793041,0.338518
1237,0.178848,0.132111,0.088343,0.593681,0.070802,0.608631,0.002814,0.048058,0.946591,0.079006
1238,0.994384,0.525513,0.433749,0.010946,0.361603,0.587395,0.567591,0.029927,0.946591,0.186818
1239,0.546795,0.024844,0.038218,0.345221,0.021523,0.743906,0.009367,0.463637,0.129001,0.382430
1240,0.162816,0.963068,0.777696,0.019324,0.603923,0.924618,0.586069,0.331758,0.440829,0.712932
1241,0.332616,0.997932,0.997333,0.150897,0.992864,0.333483,0.223240,0.726757,0.531521,0.474275
1242,0.870971,0.984832,0.702410,0.711865,0.687322,0.114070,0.699493,0.967348,0.033162,0.226968
1243,0.354029,0.496081,0.192370,0.681519,0.610175,0.606497,0.804773,0.652969,0.025411,0.020955
1244,0.057421,0.194165,0.035986,0.345221,0.197755,0.158365,0.766392,0.987724,0.880708,0.467817
1245,0.714752,0.181876,0.176805,0.040174,0.103555,0.179255,0.242815,0.571124,0.298455,0.627022
1246,0.483343,0.814301,0.289703,0.565597,0.496653,0.346993,0.018332,0.213265,0.035905,0.478529
1247,0.403098,0.365135,0.499703,0.565597,0.622765,0.525313,0.052943,0.617877,0.946591,0.567760
1248,0.355668,0.111221,0.068805,0.345221,0.057936,0.893751,0.669754,0.436768,0.440829,0.701852
1249,0.284167,0.471188,0.702410,0.007641,0.485394,0.429338,0.005999,0.174683,0.385357,0.589998
1250,0.468223,0.237148,0.544419,0.934584,0.303672,0.759806,0.310757,0.635253,0.245499,0.285248
1251,0.239986,0.681447,0.587294,0.565597,0.597699,0.122731,0.164711,0.581411,0.724441,0.124250
1252,0.619966,0.744402,0.864254,0.036350,0.893273,0.851813,0.263821,0.416887,0.037111,0.299524
1253,0.795824,0.864254,0.777696,0.565597,0.781571,0.847177,0.311717,0.800024,0.880708,0.525175
1254,0.117763,0.263553,0.350703,0.622387,0.204054,0.079524,0.998665,0.043085,0.605072,0.002208
1255,0.357720,0.837890,0.631707,0.139566,0.823063,0.872868,0.496878,0.527446,0.568491,0.352381
1256,0.707282,0.450510,0.420651,0.233993,0.248578,0.077672,0.460458,0.869390,0.094938,0.546993
1257,0.105317,0.882129,0.420651,0.622387,0.519583,0.582065,0.039178,0.553011,0.024720,0.695282
1258,0.655401,0.991477,0.954656,0.934584,0.809171,0.551463,0.490258,0.659013,0.312653,0.971668
1259,0.984487,0.371028,0.379995,0.538167,0.320801,0.213881,0.159684,0.171494,0.793041,0.418280
1260,0.012031,0.794111,0.619461,0.162916,0.851010,0.670546,0.603537,0.560584,0.013817,0.604032
1261,0.641009,0.806275,0.882129,0.411770,0.747457,0.546327,0.009992,0.492602,0.537562,0.801888
1262,0.820059,0.386060,0.748587,0.435542,0.667687,0.245124,0.685983,0.931081,0.172153,0.076428
1263,0.453176,0.137469,0.111221,0.651679,0.072209,0.133310,0.242559,0.012262,0.013817,0.961590
1264,0.532500,0.263553,0.339462,0.015465,0.400482,0.069362,0.987284,0.642578,0.090572,0.433072
1265,0.001322,0.002262,0.013452,1.000000,0.011080,0.517761,0.018307,0.505978,0.568491,0.838572
1266,0.908565,0.694016,0.923815,0.388786,0.788447,0.396279,0.398993,0.388314,0.022637,0.182737
1267,0.857323,0.623533,0.781818,0.934584,0.436480,0.537960,0.336248,0.630009,0.793041,0.243826
1268,0.837635,0.802236,0.769421,0.837419,0.971460,0.953626,0.218707,0.308581,0.519161,0.661195
1269,0.824933,0.015585,0.023919,0.435542,0.016128,0.643515,0.364633,0.997732,0.537562,0.673482
1270,0.683579,0.529263,0.769421,0.345221,0.479817,0.485657,0.371320,0.075926,0.414308,0.589960
1271,0.304098,0.644038,0.761109,0.077617,0.629102,0.654975,0.596421,0.817352,0.312653,0.338020
1272,0.138644,0.063646,0.203342,0.059053,0.610175,0.930359,0.570541,0.543383,0.605072,0.325749
1273,0.189127,0.173488,0.137469,0.622387,0.149860,0.324027,0.617363,0.457017,0.880708,0.726961
1274,0.186234,0.447123,0.785929,0.304902,0.700531,0.278692,0.261787,0.783975,0.605072,0.871574
1275,0.787808,0.698212,0.689822,0.175643,0.992864,0.643510,0.016117,0.921548,0.793041,0.667686
1276,0.984243,0.035126,0.033460,0.593681,0.017777,0.689414,0.833647,0.348575,0.686286,0.870736
1277,0.661271,0.423899,0.706611,0.681519,0.410580,0.381951,0.093401,0.214310,0.963817,0.085369
1278,0.372214,0.031090,0.056853,0.593681,0.030425,0.122754,0.070836,0.699426,0.622138,0.691626
1279,0.220281,0.205218,0.368073,0.967265,0.761048,0.515203,0.716414,0.776978,0.172153,0.124048
1280,0.264222,0.781818,0.885595,0.565597,0.713832,0.441300,0.054215,0.551582,0.793041,0.555377
1281,0.531159,0.216766,0.282382,0.681519,0.171164,0.719175,0.442062,0.849538,0.022637,0.385910
1282,0.857057,0.256747,0.440402,0.651679,0.279138,0.043264,0.390012,0.989539,0.718699,0.595120
1283,0.425559,0.250079,0.299688,0.837419,0.213774,0.700300,0.388913,0.053329,0.758656,0.634008
1284,0.899211,0.289703,0.761109,0.233993,0.548995,0.258887,0.205255,0.377509,0.932800,0.040378
1285,0.626012,0.160718,0.668920,0.869608,0.343082,0.510263,0.333538,0.363447,0.815408,0.670609
1286,0.637170,0.488885,0.736018,0.773903,0.781571,0.090713,0.992702,0.661063,0.778634,0.334225
1287,0.249522,0.095148,0.005385,0.902014,0.049098,0.605963,0.058901,0.208972,0.018350,0.381012
1288,0.667107,0.259001,0.272842,0.934584,0.217088,0.237683,0.226027,0.013689,0.686286,0.497991
1289,0.096740,0.173488,0.555942,0.485387,0.361603,0.627294,0.941919,0.580969,0.932800,0.551473
1290,0.350354,0.856868,0.689822,0.538167,0.579206,0.074615,0.198245,0.290836,0.815408,0.334739
1291,0.847542,0.822250,0.882129,0.064782,0.942957,0.858794,0.534696,0.534872,0.622138,0.700514
1292,0.652875,0.961056,0.914889,0.681519,0.935841,0.861646,0.018766,0.332720,0.104151,0.447080
1293,0.921232,0.144418,0.216766,0.869608,0.128379,0.271665,0.850009,0.342295,0.577775,0.828935
1294,0.306397,0.892406,0.748587,0.622387,0.648276,0.021994,0.726620,0.664422,0.245499,0.152138
1295,0.272468,0.137469,0.536810,0.538167,0.474274,0.114885,0.310160,0.420383,0.531521,0.934019
1296,0.370130,0.254509,0.237148,0.681519,0.200886,0.502817,0.127652,0.725577,0.984660,0.142844
1297,0.574817,0.802236,0.631707,0.902014,0.591505,0.086495,0.104511,0.066061,0.605072,0.998972
1298,0.091439,0.277581,0.664755,0.175643,0.603923,0.218263,0.260904,0.931764,0.064967,0.334654
1299,0.608672,0.457334,0.345049,0.203297,0.872096,0.510264,0.562253,0.771748,0.254592,0.248625
1300,0.566389,0.822250,0.970501,1.000000,0.727219,0.367384,0.620524,0.716273,0.127006,0.312418
1301,0.225438,0.481756,0.315152,0.967265,0.320801,0.883177,0.016947,0.456643,0.724441,0.318647
1302,0.029803,0.356425,0.411009,0.869608,0.935841,0.315297,0.112791,0.913022,0.686286,0.295326
1303,0.919813,0.342247,0.383019,0.485387,0.210498,0.972723,0.819738,0.202294,0.324427,0.898817
1304,0.001705,0.841740,0.464227,0.366600,0.616456,0.580135,0.628002,0.624490,0.792804,0.610960
1305,0.277190,0.540607,0.830116,0.869608,0.680752,0.500951,0.642681,0.113542,0.288764,0.126334
1306,0.111010,0.579375,0.389118,0.411770,0.463296,0.788457,0.023562,0.914852,0.984660,0.133550
1307,0.342647,0.996612,0.993571,0.934584,0.978593,0.300944,0.733506,0.694826,0.053439,0.441768
1308,0.599933,0.710813,0.785929,0.435542,0.537133,0.055168,0.679907,0.750139,0.588290,0.863716
1309,0.182233,0.120681,0.076793,0.869608,0.090939,0.293954,0.309541,0.671739,0.331849,0.383492
1310,0.363905,0.235044,0.368073,0.345221,0.263552,0.774886,0.732766,0.011641,0.932800,0.724696
1311,0.577031,0.694016,0.689822,0.869608,0.371093,0.329682,0.913728,0.919464,0.437211,0.212452
1312,0.362665,0.228822,0.199631,0.013803,0.121777,0.311173,0.305247,0.067904,0.548024,0.728531
1313,0.932409,0.849360,0.368073,0.366600,0.463296,0.727222,0.738968,0.314897,0.147392,0.772868
1314,0.062247,0.136113,0.046192,0.773903,0.144864,0.510763,0.522481,0.733694,0.169076,0.290954
1315,0.760601,0.920890,0.853129,0.267837,0.928730,0.756464,0.833448,0.750068,0.537562,0.942928
1316,0.165728,0.401523,0.222730,0.021551,0.244929,0.330153,0.602562,0.175480,0.336760,0.315049
1317,0.373466,0.042040,0.270497,0.006757,0.188574,0.360860,0.143785,0.091448,0.577775,0.480556
1318,0.374302,0.814301,0.920890,0.622387,0.893273,0.975863,0.912854,0.247636,0.793041,0.579151
1319,0.943328,0.336694,0.607311,0.742675,0.447097,0.291808,0.634972,0.892789,0.594080,0.300686
1320,0.813226,0.563698,0.860577,0.773903,0.654721,0.850097,0.285257,0.360159,0.171158,0.972173
1321,0.226087,0.694016,0.635808,0.902014,0.371093,0.648912,0.874976,0.985105,0.136970,0.377820
1322,0.478889,0.689822,0.386060,0.388786,0.713832,0.030990,0.623509,0.264085,0.288764,0.040477
1323,0.264222,0.395286,0.492475,0.285964,0.441770,0.892188,0.409510,0.046796,0.519161,0.134561
1324,0.534735,0.895751,0.731821,0.681519,0.680752,0.868414,0.838692,0.211590,0.830247,0.087429
1325,0.281954,0.252287,0.331209,0.109482,0.200886,0.692126,0.305602,0.857922,0.932800,0.930022
1326,0.513714,0.908694,0.947717,0.345221,0.950077,0.163420,0.734837,0.762218,0.932800,0.985742
