,BlockFrequency,CumulativeSums1,CumulativeSums2,FFT,Frequency,LinearComplexity,LongestRun,OverlappingTemplate,Rank,Runs,Universal
131,0.487826,0.462399,0.809294,0.917311,0.696298,0.758864,0.101657,0.420719,0.309729,0.271313,0.852365
132,0.697703,0.218174,0.462399,0.069236,0.283732,0.100969,0.855788,0.358254,0.872585,0.951677,0.578064
133,0.351244,0.149528,0.322931,0.135585,0.336218,0.380485,0.934756,0.238683,0.449665,0.176797,0.321196
134,0.725688,0.065447,0.092295,0.524836,0.072486,0.535886,0.100891,0.177532,0.133783,0.629855,0.078117
135,0.875930,0.532128,0.705637,0.384570,0.435011,0.189222,0.154919,0.575612,0.977743,0.340935,0.822536
136,0.351635,0.391120,0.290407,0.735800,0.208157,0.212682,0.520498,0.089642,0.234699,0.319154,0.241442
137,0.506866,0.365468,0.475630,0.428570,0.294019,0.880379,0.222704,0.951788,0.094105,0.292005,0.735811
138,0.796432,0.553833,0.477858,0.149719,0.511699,0.897411,0.944512,0.842083,0.225025,0.562441,0.706719
139,0.157319,0.080335,0.289627,0.825387,0.552532,0.395124,0.545814,0.099111,0.449665,0.645132,0.153132
140,0.694837,0.156101,0.392094,0.177118,0.638699,0.681459,0.162353,0.065342,0.048696,0.261618,0.747899
141,0.847342,0.630655,0.773133,0.927617,0.878607,0.718782,0.676235,0.431188,0.484120,0.374491,0.630473
142,0.727825,0.528559,0.324626,0.398920,0.777297,0.207378,0.257227,0.119427,0.194863,0.903288,0.413331
143,0.344100,0.345488,0.574764,0.177118,0.374473,0.559588,0.875290,0.962794,0.168337,0.404691,0.320841
144,0.884345,0.278876,0.765263,0.687457,0.462101,0.616324,0.183031,0.543925,0.977743,0.994876,0.460664
145,0.283341,0.009480,0.028505,0.001124,0.025453,0.243001,0.025313,0.630281,0.157798,0.756769,0.117099
146,0.837484,0.928349,0.930997,0.157194,0.757855,0.510625,0.822479,0.931171,0.002729,0.894350,0.253863
147,0.965176,0.125459,0.169953,0.716324,0.093492,0.374544,0.443150,0.016300,0.320858,0.434021,0.662148
148,0.183525,0.045082,0.081441,0.258872,0.059601,0.377178,0.419608,0.206424,0.463936,0.408495,0.651763
149,0.574387,0.336678,0.671197,0.413588,0.450135,0.226046,0.524399,0.748615,0.743606,0.314945,0.911744
150,0.357129,0.282680,0.355375,0.745603,0.307225,0.394187,0.978275,0.957466,0.463822,0.230955,0.969427
151,0.480642,0.737518,0.816883,0.533330,0.500842,0.945299,0.205711,0.338490,0.817320,0.973435,0.009161
152,0.728417,0.826891,0.572280,0.845655,0.590991,0.941502,0.268663,0.641653,0.345560,0.588757,0.437914
153,0.236187,0.405915,0.706966,0.436178,0.721555,0.199017,0.682868,0.389835,0.200550,0.229262,0.604410
154,0.451730,0.386275,0.771823,0.330390,0.445061,0.983626,0.365292,0.773491,0.140268,0.098407,0.006278
155,0.487262,0.698997,0.195424,0.132217,0.397720,0.941793,0.821283,0.260163,0.950382,0.538167,0.742122
156,0.898302,0.606242,0.650178,0.594666,0.369926,0.169354,0.819560,0.455015,0.439306,0.731315,0.398052
157,0.392064,0.506280,0.151383,0.825387,0.347711,0.913116,0.036234,0.412560,0.564248,0.235480,0.296028
158,0.254120,0.622905,0.503968,0.612765,0.371438,0.356823,0.962243,0.595821,0.034492,0.158632,0.062393
159,0.204028,0.150453,0.047129,0.765331,0.092392,0.054505,0.168657,0.796481,0.002248,0.625784,0.348230
160,0.892819,0.067790,0.098653,0.059867,0.075691,0.764592,0.956447,0.698948,0.416991,0.313186,0.896386
161,0.235756,0.125859,0.539309,0.968944,0.380589,0.282888,0.523594,0.298982,0.969876,0.019386,0.735942
162,0.414154,0.004570,0.001725,0.269981,0.002521,0.535933,0.058532,0.487371,0.913963,0.629499,0.891188
163,0.626441,0.825648,0.562402,0.157194,0.569686,0.584917,0.102236,0.328001,0.600289,0.864882,0.619752
164,0.551350,0.422126,0.147692,0.436178,0.233745,0.194196,0.556446,0.396529,0.328402,0.094207,0.360534
165,0.731955,0.684412,0.697670,0.168934,0.661092,0.162590,0.915492,0.541822,0.054657,0.533953,0.900540
166,0.406344,0.963331,0.771823,0.755447,0.796880,0.029871,0.871460,0.019604,0.490769,0.080977,0.564887
167,0.411135,0.574764,0.223220,0.979293,0.400884,0.738327,0.035978,0.643613,0.537427,0.069982,0.138269
168,0.189893,0.477858,0.174611,0.559222,0.248501,0.773003,0.273428,0.307507,0.739659,0.195500,0.990828
169,0.985819,0.000960,0.000449,0.866025,0.000595,0.609328,0.880315,0.750373,0.663741,0.663351,0.623396
170,0.720552,0.801640,0.788760,0.825387,0.988717,0.489872,0.196166,0.552005,0.711039,0.768638,0.414623
171,0.300680,0.130740,0.295120,0.927617,0.242750,0.553631,0.061811,0.964322,0.165715,0.459208,0.155111
172,0.698200,0.330611,0.506280,0.406215,0.300573,0.285770,0.663893,0.772114,0.952845,0.179599,0.140689
173,0.327827,0.615191,0.564863,0.436178,0.535636,0.785172,0.996915,0.640093,0.371272,0.173851,0.041617
174,0.553171,0.218800,0.250540,0.745603,0.220685,0.951578,0.829239,0.934211,0.092908,0.808363,0.766183
